,region,room_availability_bs,price,rating,transaction_count,tipe_kos,room_area,is_discount,region_group,Parkir_Motor,Lemari_Baju,WiFi,Bantal,Dapur,AC,K_Mandi_Dalam,Shower,Kloset_Duduk,Meja,Jendela,R_Jemur,TV,Kulkas,Penjaga_Kos,Kursi,R_Tamu,Parkir_Mobil,Parkir_Sepeda,Cermin,Ventilasi,CCTV,Parkir_Motor_&_Sepeda,Guling,Ember_mandi,K_Mandi_Luar,Jemuran,Dispenser,Wastafel,Air_panas,R_Makan,R_Cuci,R_Santai,Kloset_Jongkok,Termasuk_listrik
1983,Jakarta Utara,0.0,1775000,4.9,1.0,Kos Putri,16.5,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1
1984,Jakarta Utara,0.0,1925000,4.9,1.0,Kos Putri,20.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
1985,Tangerang Selatan,0.0,1875000,4.6,97.0,Kos Campur,9.0,0,Tangerang,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
1986,Depok,0.0,1195000,4.9,42.0,Kos Putri,8.75,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
1987,Jakarta Utara,3.0,2232500,4.9,2.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
1988,Jakarta Utara,0.0,2090000,4.1,2.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
1989,Jakarta Barat,1.0,1425000,4.9,26.0,Kos Putri,7.920000000000001,1,Jakarta,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1990,Jakarta Barat,0.0,1525000,4.6,11.0,Kos Putri,20.8,0,Jakarta,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1991,Jakarta Barat,0.0,1325000,4.8,13.0,Kos Putri,7.920000000000001,0,Jakarta,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1992,Tangerang,1.0,2020000,4.3,7.0,Kos Campur,24.0,1,Tangerang,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1
1993,Tangerang,1.0,1735000,4.4,13.0,Kos Campur,24.0,1,Tangerang,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
1994,Jakarta Timur,0.0,2185000,4.3,6.0,Kos Campur,12.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1995,Jakarta Pusat,0.0,1640000,4.8,81.0,Kos Putri,6.0,1,Jakarta,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
1996,Jakarta Pusat,0.0,1735000,4.6,26.0,Kos Putri,6.0,1,Jakarta,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
1997,Jakarta Pusat,0.0,1782500,4.9,5.0,Kos Putri,12.0,1,Jakarta,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
1998,Jakarta Timur,0.0,1543000,4.8,6.0,Kos Putri,8.75,1,Jakarta,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1
1999,Jakarta Timur,0.0,1225000,4.5,9.0,Kos Putri,6.0,1,Jakarta,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1
2000,Jakarta Selatan,0.0,2285000,4.6,83.0,Kos Putri,7.0,1,Jakarta,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2001,Tangerang Selatan,0.0,1497000,4.5,10.0,Kos Campur,13.32,1,Tangerang,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1
2002,Tangerang Selatan,0.0,1221000,4.5,14.0,Kos Campur,7.5,1,Tangerang,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
2003,Tangerang Selatan,3.0,853000,4.6,7.0,Kos Campur,5.75,1,Tangerang,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
2004,Jakarta Selatan,0.0,2365000,4.5,54.0,Kos Campur,9.0,1,Jakarta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Jakarta Selatan,0.0,2905000,4.9,3.0,Kos Campur,24.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1
2006,Jakarta Barat,1.0,2115000,4.6,20.0,Kos Putri,18.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1
2007,Jakarta Barat,1.0,2020000,4.6,17.0,Kos Putri,14.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1
2008,Jakarta Barat,0.0,2020000,4.9,21.0,Kos Putri,12.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
2009,Jakarta Barat,1.0,1925000,4.8,37.0,Kos Putri,8.75,1,Jakarta,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
2010,Jakarta Pusat,0.0,1129000,4.8,81.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
2011,Jakarta Pusat,1.0,1125000,4.9,14.0,Kos Campur,5.0,1,Jakarta,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
2012,Jakarta Selatan,0.0,2400000,4.5,133.0,Kos Campur,12.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1
2013,Jakarta Selatan,0.0,2825000,4.5,43.0,Kos Campur,10.799999999999999,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1
2014,Jakarta Barat,1.0,1589000,4.3,18.0,Kos Campur,9.889999999999999,1,Jakarta,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
2015,Jakarta Selatan,1.0,2780000,4.5,37.0,Kos Campur,10.8,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1
2016,Jakarta Selatan,0.0,2637500,4.8,10.0,Kos Putri,10.5,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1
2017,Jakarta Selatan,0.0,2400000,4.8,14.0,Kos Putri,8.75,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1
2018,Jakarta Pusat,0.0,2275000,3.5,4.0,Kos Campur,8.64,1,Jakarta,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
2019,Jakarta Pusat,0.0,1825000,4.9,12.0,Kos Campur,7.5,1,Jakarta,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
2020,Jakarta Selatan,0.0,1125000,4.5,18.0,Kos Putra,6.300000000000001,1,Jakarta,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1
2021,Jakarta Barat,0.0,2210000,4.8,36.0,Kos Putri,9.0,1,Jakarta,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1
2022,Jakarta Selatan,0.0,1875000,4.9,33.0,Kos Putri,9.600000000000001,0,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2023,Jakarta Selatan,0.0,1775000,4.9,35.0,Kos Putri,7.0,0,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2024,Jakarta Utara,0.0,1465000,0.0,2.0,Kos Putri,12.0,1,Jakarta,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2025,Jakarta Utara,0.0,1420000,5.0,11.0,Kos Putri,9.0,1,Jakarta,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2026,Jakarta Barat,1.0,2875000,4.6,13.0,Kos Putri,12.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1
2027,Jakarta Barat,0.0,1625000,4.6,5.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
2028,Jakarta Barat,0.0,1325000,4.4,3.0,Kos Campur,9.0,0,Jakarta,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
2029,Jakarta Timur,0.0,1267000,5.0,3.0,Kos Campur,10.240000000000002,1,Jakarta,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1
2030,Jakarta Selatan,0.0,2162500,4.6,6.0,Kos Campur,20.669999999999998,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1
2031,Depok,0.0,1735000,0.0,3.0,Kos Putri,10.36,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1
2032,Depok,0.0,1555000,0.0,12.0,Kos Putri,10.36,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
2033,Jakarta Selatan,0.0,3274000,4.6,19.0,Kos Putri,11.78,1,Jakarta,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1
2034,Jakarta Pusat,0.0,2325000,5.0,1.0,Kos Campur,10.8,1,Jakarta,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
2035,Jakarta Pusat,0.0,1225000,4.5,5.0,Kos Campur,10.08,1,Jakarta,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2036,Jakarta Pusat,0.0,1175000,4.4,3.0,Kos Campur,7.839999999999999,1,Jakarta,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
2037,Jakarta Pusat,0.0,875000,0.0,5.0,Kos Campur,9.360000000000001,0,Jakarta,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
2038,Jakarta Pusat,0.0,1375000,4.6,3.0,Kos Campur,11.76,1,Jakarta,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2039,Jakarta Pusat,1.0,2685000,4.9,12.0,Kos Campur,19.840000000000003,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
2040,Jakarta Pusat,1.0,2225000,4.6,51.0,Kos Campur,15.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
2041,Jakarta Selatan,1.0,1735000,4.6,3.0,Kos Campur,8.32,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2042,Jakarta Timur,3.0,1800000,0.0,0.0,Kos Putri,6.24,1,Jakarta,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1
2043,Depok,0.0,1465000,4.9,37.0,Kos Putri,12.0,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1
2044,Jakarta Selatan,0.0,2025000,4.3,19.0,Kos Campur,10.5,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1
2045,Jakarta Timur,0.0,2739000,5.0,22.0,Kos Campur,16.0,1,Jakarta,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
2046,Tangerang Selatan,0.0,1140000,4.8,44.0,Kos Putri,6.4399999999999995,1,Tangerang,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1
2047,Jakarta Barat,0.0,1725000,5.0,15.0,Kos Putri,9.0,1,Jakarta,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
2048,Jakarta Barat,0.0,945000,5.0,15.0,Kos Putri,9.0,1,Jakarta,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1
2049,Jakarta Selatan,0.0,2159400,4.8,37.0,Kos Putri,16.0,1,Jakarta,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2050,Jakarta Selatan,0.0,2325000,5.0,16.0,Kos Putra,9.0,0,Jakarta,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1
2051,Jakarta Selatan,0.0,2025000,4.8,8.0,Kos Putra,12.0,0,Jakarta,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1
2052,Jakarta Pusat,0.0,1830000,4.8,78.0,Kos Campur,7.68,1,Jakarta,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1
2053,Jakarta Pusat,0.0,1545000,4.9,25.0,Kos Putri,7.5,1,Jakarta,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2054,Jakarta Pusat,0.0,1564000,4.8,143.0,Kos Campur,5.5,1,Jakarta,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2055,Jakarta Pusat,1.0,1386600,4.5,11.0,Kos Campur,2.7,1,Jakarta,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2056,Jakarta Selatan,0.0,1640000,4.6,21.0,Kos Campur,6.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1
2057,Depok,0.0,1636000,4.5,33.0,Kos Putri,9.0,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
2058,Jakarta Timur,0.0,1425000,4.8,41.0,Kos Campur,9.990000000000002,1,Jakarta,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2059,Jakarta Selatan,1.0,2780000,4.8,14.0,Kos Putri,15.899999999999999,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
2060,Jakarta Selatan,0.0,2162500,4.8,66.0,Kos Putri,9.0,1,Jakarta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,Jakarta Selatan,1.0,1991500,4.8,29.0,Kos Putri,6.72,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
2062,Tangerang Selatan,0.0,1525000,4.6,19.0,Kos Putri,14.0,1,Tangerang,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1
2063,Tangerang Selatan,0.0,1125000,5.0,6.0,Kos Putri,6.72,0,Tangerang,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
2064,Depok,0.0,1440000,4.8,21.0,Kos Putra,13.5,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1
2065,Depok,0.0,1350000,4.5,94.0,Kos Putra,13.5,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
2066,Depok,1.0,900000,4.6,35.0,Kos Putra,13.5,1,Depok,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
2067,Jakarta Selatan,0.0,2575000,4.9,5.0,Kos Putri,15.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2068,Jakarta Selatan,1.0,2325000,4.6,73.0,Kos Putri,12.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2069,Tangerang Selatan,0.0,1465000,0.0,0.0,Kos Putra,13.5,1,Tangerang,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1
2070,Tangerang Selatan,1.0,1375000,0.0,0.0,Kos Putra,12.0,1,Tangerang,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1
2071,Tangerang Selatan,2.0,1285000,0.0,0.0,Kos Putra,9.0,1,Tangerang,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1
2072,Jakarta Selatan,0.0,2925000,4.9,17.0,Kos Campur,13.799999999999999,1,Jakarta,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
2073,Jakarta Selatan,3.0,2258000,4.6,245.0,Kos Campur,16.0,1,Jakarta,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1
2074,Jakarta Selatan,0.0,1865000,4.1,4.0,Kos Putri,25.0,1,Jakarta,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1
2075,Jakarta Selatan,0.0,1725000,4.4,14.0,Kos Putri,16.0,1,Jakarta,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1
2076,Jakarta Selatan,0.0,1225000,4.9,3.0,Kos Putri,6.0,1,Jakarta,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1
2077,Jakarta Selatan,0.0,3025000,4.8,57.0,Kos Campur,14.19,0,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1
2078,Jakarta Barat,0.0,2400000,4.8,51.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1
2079,Jakarta Barat,3.0,2500000,4.8,222.0,Kos Campur,12.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1
2080,Jakarta Barat,1.0,3000000,4.6,46.0,Kos Campur,16.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1
2081,Jakarta Barat,0.0,3500000,4.8,13.0,Kos Campur,25.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1
2082,Jakarta Barat,0.0,2800000,4.8,9.0,Kos Campur,16.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1
2083,Depok,0.0,1195000,4.8,75.0,Kos Campur,15.0,1,Depok,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2084,Depok,0.0,925000,4.8,58.0,Kos Campur,15.0,1,Depok,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2085,Jakarta Selatan,0.0,2725000,4.6,13.0,Kos Campur,14.28,1,Jakarta,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1
2086,Jakarta Selatan,0.0,3350000,4.6,65.0,Kos Putri,9.0,1,Jakarta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,Jakarta Barat,0.0,2352500,4.6,13.0,Kos Campur,15.540000000000001,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
2088,Jakarta Barat,0.0,2542500,4.9,4.0,Kos Campur,15.540000000000001,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
2089,Jakarta Barat,0.0,2780000,4.4,20.0,Kos Campur,15.540000000000001,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
2090,Jakarta Selatan,1.0,1820500,4.9,32.0,Kos Putri,13.5,1,Jakarta,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2091,Depok,0.0,1215000,0.0,1.0,Kos Putri,10.240000000000002,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
2092,Depok,0.0,1170000,0.0,2.0,Kos Putri,10.240000000000002,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2093,Depok,0.0,1125000,0.0,0.0,Kos Putri,10.240000000000002,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2094,Tangerang Selatan,0.0,1475000,5.0,7.0,Kos Putri,18.0,1,Tangerang,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2095,Tangerang Selatan,0.0,1375000,4.9,18.0,Kos Putri,12.0,1,Tangerang,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2096,Tangerang Selatan,1.0,1125000,4.9,22.0,Kos Putri,18.0,0,Tangerang,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2097,Jakarta Selatan,0.0,3025000,4.9,28.0,Kos Putri,7.5,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1
2098,Tangerang Selatan,1.0,1940200,5.0,5.0,Kos Campur,16.0,1,Tangerang,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
