,region,room_availability_bs,price,rating,transaction_count,tipe_kos,room_area,is_discount,region_group,Parkir_Motor,Lemari_Baju,WiFi,Bantal,Dapur,AC,K_Mandi_Dalam,Shower,Kloset_Duduk,Meja,Jendela,R_Jemur,TV,Kulkas,Penjaga_Kos,Kursi,R_Tamu,Parkir_Mobil,Parkir_Sepeda,Cermin,Ventilasi,CCTV,Parkir_Motor_&_Sepeda,Guling,Ember_mandi,K_Mandi_Luar,Jemuran,Dispenser,Wastafel,Air_panas,R_Makan,R_Cuci,R_Santai,Kloset_Jongkok,Termasuk_listrik
2099,Tangerang Selatan,0.0,1735000,4.9,1.0,Kos Campur,10.8,1,Tangerang,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
2100,Jakarta Barat,0.0,1185000,4.3,10.0,Kos Campur,6.25,1,Jakarta,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
2101,Jakarta Selatan,1.0,1839500,4.6,92.0,Kos Putri,12.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1
2102,Tangerang Selatan,3.0,2025000,4.6,35.0,Kos Campur,15.0,1,Tangerang,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
2103,Tangerang Selatan,0.0,2049000,4.6,9.0,Kos Campur,15.0,1,Tangerang,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
2104,Jakarta Selatan,0.0,2825000,4.6,6.0,Kos Campur,10.240000000000002,1,Jakarta,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
2105,Jakarta Selatan,0.0,2877000,4.9,3.0,Kos Campur,10.8,1,Jakarta,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2106,Jakarta Selatan,0.0,2877000,4.9,3.0,Kos Campur,9.0,1,Jakarta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,Jakarta Pusat,0.0,1450000,4.8,31.0,Kos Campur,8.75,1,Jakarta,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
2108,Jakarta Selatan,0.0,1545000,4.8,19.0,Kos Putra,16.0,1,Jakarta,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
2109,Jakarta Barat,0.0,2305000,4.9,34.0,Kos Campur,17.5,0,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2110,Tangerang Selatan,0.0,1355000,4.8,72.0,Kos Putri,13.049999999999999,1,Tangerang,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2111,Tangerang Selatan,0.0,1402500,4.5,17.0,Kos Putri,14.700000000000001,1,Tangerang,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2112,Depok,1.0,1105000,4.6,40.0,Kos Putri,12.8,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1
2113,Jakarta Pusat,1.0,2325000,4.9,73.0,Kos Campur,15.0,1,Jakarta,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2114,Tangerang Selatan,0.0,1355000,5.0,5.0,Kos Putri,9.0,1,Tangerang,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
2115,Tangerang Selatan,0.0,1221000,5.0,3.0,Kos Putri,9.0,1,Tangerang,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
2116,Tangerang,1.0,3255000,0.0,2.0,Kos Campur,24.0,1,Tangerang,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1
2117,Tangerang,3.0,2305000,0.0,11.0,Kos Campur,24.010000000000005,1,Tangerang,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1
2118,Jakarta Selatan,1.0,1825000,4.8,14.0,Kos Putri,8.8,1,Jakarta,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1
2119,Jakarta Barat,0.0,1754000,4.4,4.0,Kos Campur,20.0,1,Jakarta,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
2120,Jakarta Selatan,0.0,3105000,4.6,40.0,Kos Campur,12.209999999999999,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1
2121,Jakarta Timur,0.0,1400000,4.8,5.0,Kos Putra,22.0,1,Jakarta,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2122,Jakarta Timur,0.0,1200000,0.0,2.0,Kos Putra,8.58,1,Jakarta,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2123,Jakarta Timur,2.0,1012000,4.8,19.0,Kos Putra,8.58,1,Jakarta,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2124,Jakarta Timur,0.0,600000,4.8,4.0,Kos Putra,6.38,1,Jakarta,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2125,Tangerang Selatan,0.0,1589000,0.0,1.0,Kos Putri,10.5,1,Tangerang,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
2126,Jakarta Pusat,1.0,2850000,4.6,15.0,Kos Campur,16.0,1,Jakarta,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1
2127,Jakarta Pusat,1.0,2300000,0.0,3.0,Kos Campur,9.600000000000001,1,Jakarta,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1
2128,Tangerang,0.0,1592500,4.6,48.0,Kos Campur,9.0,1,Tangerang,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1
2129,Tangerang,2.0,1402500,4.8,7.0,Kos Campur,7.0,1,Tangerang,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1
2130,Jakarta Utara,3.0,2141000,0.0,3.0,Kos Campur,10.240000000000002,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1
2131,Jakarta Utara,0.0,2095000,0.0,4.0,Kos Campur,11.840000000000002,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1
2132,Jakarta Utara,0.0,1957000,4.5,7.0,Kos Campur,10.240000000000002,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1
2133,Jakarta Selatan,1.0,2325000,0.0,5.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1
2134,Jakarta Pusat,0.0,2985000,4.8,77.0,Kos Campur,15.75,0,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1
2135,Jakarta Pusat,0.0,3505000,4.6,47.0,Kos Campur,17.5,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1
2136,Jakarta Pusat,0.0,3815000,4.9,11.0,Kos Campur,21.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1
2137,Depok,3.0,1975000,0.0,0.0,Kos Putri,12.0,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2138,Depok,0.0,1875000,0.0,0.0,Kos Putri,9.990000000000002,1,Depok,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
2139,Jakarta Selatan,2.0,1865000,0.0,0.0,Kos Putri,9.799999999999999,1,Jakarta,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1
2140,Jakarta Selatan,0.0,1545000,5.0,20.0,Kos Putri,8.959999999999999,1,Jakarta,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1
2141,Jakarta Selatan,0.0,2447500,4.9,7.0,Kos Putri,16.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
2142,Jakarta Selatan,0.0,3325000,4.6,30.0,Kos Campur,14.4,1,Jakarta,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
2143,Jakarta Selatan,0.0,3025000,4.6,67.0,Kos Campur,14.4,0,Jakarta,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
2144,Jakarta Selatan,0.0,1925000,4.4,13.0,Kos Putri,12.8,1,Jakarta,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1
2145,Depok,0.0,1645000,0.0,2.0,Kos Putri,7.5,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1
2146,Jakarta Selatan,0.0,4205000,4.8,25.0,Kos Campur,15.0,1,Jakarta,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1
2147,Jakarta Selatan,2.0,3530500,4.8,8.0,Kos Campur,6.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1
2148,Jakarta Timur,0.0,1129000,4.9,13.0,Kos Putri,9.0,1,Jakarta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,Jakarta Selatan,1.0,1675000,4.6,75.0,Kos Campur,10.5,0,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
2150,Jakarta Pusat,0.0,2070000,0.0,2.0,Kos Campur,7.290000000000001,1,Jakarta,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2151,Tangerang Selatan,0.0,1497500,0.0,1.0,Kos Putri,20.8,1,Tangerang,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
2152,Tangerang Selatan,3.0,1165000,5.0,4.0,Kos Putri,9.0,1,Tangerang,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
2153,Jakarta Selatan,0.0,2590000,4.6,28.0,Kos Putri,14.8,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1
2154,Jakarta Selatan,0.0,2325000,4.8,11.0,Kos Putri,10.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1
2155,Tangerang Selatan,1.0,1875000,4.6,24.0,Kos Campur,9.0,0,Tangerang,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
2156,Tangerang Selatan,0.0,1675000,5.0,5.0,Kos Campur,7.5,0,Tangerang,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
2157,Jakarta Utara,0.0,1451000,4.0,1.0,Kos Campur,6.0,1,Jakarta,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1
2158,Jakarta Utara,0.0,1267000,5.0,6.0,Kos Campur,6.0,1,Jakarta,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1
2159,Jakarta Utara,1.0,1225000,5.0,2.0,Kos Campur,4.0,1,Jakarta,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1
2160,Jakarta Barat,1.0,1700000,4.9,3.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2161,Jakarta Barat,1.0,1700000,4.9,3.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2162,Jakarta Barat,0.0,1500000,4.0,10.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2163,Jakarta Selatan,1.0,3065000,4.5,10.0,Kos Putra,17.479999999999997,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
2164,Jakarta Selatan,2.0,2780000,4.8,20.0,Kos Putra,14.719999999999999,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
2165,Jakarta Selatan,0.0,2495000,4.6,10.0,Kos Putra,16.72,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
2166,Jakarta Selatan,0.0,2360000,4.8,18.0,Kos Putri,12.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1
2167,Jakarta Selatan,0.0,2025000,4.8,15.0,Kos Putri,10.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1
2168,Jakarta Selatan,0.0,2125000,4.5,24.0,Kos Campur,15.0,0,Jakarta,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
2169,Jakarta Barat,0.0,2275000,5.0,4.0,Kos Putra,10.240000000000002,0,Jakarta,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1
2170,Jakarta Barat,2.0,2175000,4.8,28.0,Kos Putra,8.959999999999999,0,Jakarta,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1
2171,Jakarta Barat,0.0,1400000,4.8,8.0,Kos Putra,4.32,0,Jakarta,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1
2172,Jakarta Selatan,0.0,2175000,4.9,14.0,Kos Campur,5.0,1,Jakarta,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
2173,Jakarta Selatan,0.0,2525000,4.8,99.0,Kos Putri,10.26,1,Jakarta,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1
2174,Jakarta Barat,0.0,950000,4.5,26.0,Kos Putri,6.0,0,Jakarta,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
2175,Jakarta Timur,0.0,1500000,4.9,16.0,Kos Putri,6.72,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2176,Jakarta Pusat,0.0,2875000,4.1,21.0,Kos Campur,9.450000000000001,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
2177,Jakarta Pusat,0.0,2400000,4.5,56.0,Kos Campur,9.450000000000001,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2178,Jakarta Pusat,0.0,1925000,4.6,15.0,Kos Campur,9.0,1,Jakarta,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2179,Tangerang,0.0,1359000,3.6,5.0,Kos Campur,6.75,1,Tangerang,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
2180,Tangerang,1.0,1267000,4.5,5.0,Kos Campur,5.44,1,Tangerang,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
2181,Tangerang Selatan,2.0,1285000,4.9,41.0,Kos Putra,6.4399999999999995,1,Tangerang,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2182,Tangerang Selatan,2.0,1405000,4.6,11.0,Kos Putra,8.7,1,Tangerang,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
2183,Tangerang Selatan,2.0,1070000,4.8,29.0,Kos Putra,6.4399999999999995,1,Tangerang,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
2184,Tangerang Selatan,0.0,1165000,4.9,5.0,Kos Putra,9.12,1,Tangerang,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
2185,Tangerang Selatan,3.0,1585000,4.5,55.0,Kos Campur,13.86,0,Tangerang,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
2186,Tangerang Selatan,2.0,1595000,4.9,43.0,Kos Campur,11.2,0,Tangerang,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2187,Tangerang Selatan,2.0,1325000,4.6,92.0,Kos Campur,12.0,0,Tangerang,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
2188,Tangerang Selatan,0.0,925000,4.8,42.0,Kos Campur,12.0,0,Tangerang,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
2189,Depok,0.0,1384000,4.8,25.0,Kos Campur,9.0,1,Depok,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2190,Jakarta Timur,0.0,1165000,4.9,53.0,Kos Putri,7.5,1,Jakarta,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
2191,Jakarta Timur,0.0,1260000,4.8,13.0,Kos Putri,9.0,1,Jakarta,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
2192,Jakarta Utara,3.0,1645000,4.5,54.0,Kos Campur,8.75,0,Jakarta,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2193,Jakarta Selatan,0.0,2635000,4.9,15.0,Kos Campur,18.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
2194,Jakarta Selatan,1.0,2455000,4.9,17.0,Kos Campur,15.75,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
2195,Jakarta Selatan,0.0,2095000,4.3,18.0,Kos Campur,13.5,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
2196,Jakarta Selatan,0.0,1825000,4.9,11.0,Kos Campur,11.25,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
2197,Jakarta Utara,2.0,1545000,4.4,46.0,Kos Campur,11.100000000000001,1,Jakarta,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
2198,Jakarta Pusat,0.0,2637500,4.9,6.0,Kos Campur,10.240000000000002,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
2199,Jakarta Pusat,0.0,2325000,4.4,30.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
2200,Jakarta Selatan,0.0,3575000,4.9,15.0,Kos Putri,16.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1
2201,Jakarta Utara,2.0,1556800,0.0,0.0,Kos Putri,8.399999999999999,1,Jakarta,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2202,Jakarta Utara,3.0,1391200,0.0,0.0,Kos Putri,8.399999999999999,1,Jakarta,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2203,Jakarta Barat,2.0,2225000,4.6,63.0,Kos Campur,8.19,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
2204,Jakarta Barat,1.0,1975000,4.6,198.0,Kos Campur,8.19,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
2205,Depok,1.0,2250000,0.0,0.0,Kos Putri,20.0,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1
2206,Depok,1.0,1980000,0.0,0.0,Kos Putri,12.0,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1
2207,Depok,0.0,1800000,0.0,0.0,Kos Putri,10.5,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1
2208,Depok,2.0,1530000,0.0,0.0,Kos Putri,6.6000000000000005,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1
2209,Jakarta Timur,0.0,1656000,5.0,3.0,Kos Putri,8.75,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
2210,Jakarta Timur,0.0,1656000,5.0,3.0,Kos Putri,9.0,1,Jakarta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,Jakarta Timur,0.0,1656000,5.0,3.0,Kos Putri,8.75,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
2212,Jakarta Timur,0.0,1656000,5.0,3.0,Kos Putri,8.75,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
2213,Jakarta Pusat,0.0,1735000,4.9,11.0,Kos Putri,14.0,1,Jakarta,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2214,Jakarta Pusat,0.0,1625000,4.6,45.0,Kos Putri,12.0,1,Jakarta,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
